text,station,measurand,calculation,representation
"Zeig mir einen Graphen der Luftqualitätsindex Werte der letzten Woche aus Ludwigsburg Schlossstraße.",Ludwigsburg Schlossstraße,Luftqualitätsindex,,Graphen
"Zeig mir einen Graphen der Stickstoffdioxid Werte der letzten Woche aus Ludwigsburg Schlossstraße.",Ludwigsburg Schlossstraße,Stickstoffdioxid,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus Ludwigsburg Schlossstraße.",Ludwigsburg Schlossstraße,Ozon,,Graphen
"Zeig mir einen Graphen der pm10 Werte der letzten Woche aus Ludwigsburg Schlossstraße.",Ludwigsburg Schlossstraße,pm10,,Graphen
"Zeig mir einen Graphen der luqx Werte der letzten Woche aus DEBW098.",DEBW098,luqx,,Graphen
"Zeig mir einen Graphen der no2 Werte der letzten Woche aus DEBW098.",DEBW098,no2,,Graphen
"Zeig mir einen Graphen der Stickstoffdioxid Werte der letzten Woche aus DEBW098.",DEBW098,Stickstoffdioxid,,Graphen
"Zeig mir einen Graphen der o3 Werte der letzten Woche aus DEBW098.",DEBW098,o3,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus DEBW098.",DEBW098,Ozon,,Graphen
"Zeig mir einen Graphen der pm25k Werte der letzten Woche aus DEBW098.",DEBW098,pm25k,,Graphen
"Zeig mir einen Graphen der Luftqualitätsindex Werte der letzten Woche aus Mannheim Friedrichsring.",Mannheim Friedrichsring,Luftqualitätsindex,,Graphen
"Zeig mir einen Graphen der o3 Werte der letzten Woche aus Mannheim Friedrichsring.",Mannheim Friedrichsring,o3,,Graphen
"Zeig mir einen Graphen der pm10 Werte der letzten Woche aus Mannheim Friedrichsring.",Mannheim Friedrichsring,pm10,,Graphen
"Zeig mir einen Graphen der luqx Werte der letzten Woche aus DEBW005.",DEBW005,luqx,,Graphen
"Zeig mir einen Graphen der no2 Werte der letzten Woche aus DEBW005.",DEBW005,no2,,Graphen
"Zeig mir einen Graphen der Stickstoffdioxid Werte der letzten Woche aus DEBW005.",DEBW005,Stickstoffdioxid,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus DEBW005.",DEBW005,Ozon,,Graphen
"Zeig mir einen Graphen der pm10 Werte der letzten Woche aus DEBW005.",DEBW005,pm10,,Graphen
"Zeig mir einen Graphen der pm25k Werte der letzten Woche aus DEBW005.",DEBW005,pm25k,,Graphen
"Zeig mir einen Graphen der Luftqualitätsindex Werte der letzten Woche aus Mannheim-Nord.",Mannheim-Nord,Luftqualitätsindex,,Graphen
"Zeig mir einen Graphen der no2 Werte der letzten Woche aus Mannheim-Nord.",Mannheim-Nord,no2,,Graphen
"Zeig mir einen Graphen der Stickstoffdioxid Werte der letzten Woche aus Mannheim-Nord.",Mannheim-Nord,Stickstoffdioxid,,Graphen
"Zeig mir einen Graphen der o3 Werte der letzten Woche aus Mannheim-Nord.",Mannheim-Nord,o3,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus Mannheim-Nord.",Mannheim-Nord,Ozon,,Graphen
"Zeig mir einen Graphen der pm10 Werte der letzten Woche aus Mannheim-Nord.",Mannheim-Nord,pm10,,Graphen
"Zeig mir einen Graphen der pm25k Werte der letzten Woche aus Mannheim-Nord.",Mannheim-Nord,pm25k,,Graphen
"Zeig mir einen Graphen der luqx Werte der letzten Woche aus DEBW073.",DEBW073,luqx,,Graphen
"Zeig mir einen Graphen der Luftqualitätsindex Werte der letzten Woche aus DEBW073.",DEBW073,Luftqualitätsindex,,Graphen
"Zeig mir einen Graphen der Stickstoffdioxid Werte der letzten Woche aus DEBW073.",DEBW073,Stickstoffdioxid,,Graphen
"Zeig mir einen Graphen der o3 Werte der letzten Woche aus DEBW073.",DEBW073,o3,,Graphen
"Zeig mir einen Graphen der pm10 Werte der letzten Woche aus DEBW073.",DEBW073,pm10,,Graphen
"Zeig mir einen Graphen der pm25k Werte der letzten Woche aus DEBW073.",DEBW073,pm25k,,Graphen
"Zeig mir einen Graphen der luqx Werte der letzten Woche aus Neuenburg.",Neuenburg,luqx,,Graphen
"Zeig mir einen Graphen der Luftqualitätsindex Werte der letzten Woche aus Neuenburg.",Neuenburg,Luftqualitätsindex,,Graphen
"Zeig mir einen Graphen der pm25k Werte der letzten Woche aus Neuenburg.",Neuenburg,pm25k,,Graphen
"Zeig mir einen Graphen der no2 Werte der letzten Woche aus DEBW125.",DEBW125,no2,,Graphen
"Zeig mir einen Graphen der o3 Werte der letzten Woche aus DEBW125.",DEBW125,o3,,Graphen
"Zeig mir einen Graphen der pm10 Werte der letzten Woche aus DEBW125.",DEBW125,pm10,,Graphen
"Zeig mir einen Graphen der o3 Werte der letzten Woche aus Pfinztal Karlsruher Straße.",Pfinztal Karlsruher Straße,o3,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus Pfinztal Karlsruher Straße.",Pfinztal Karlsruher Straße,Ozon,,Graphen
"Zeig mir einen Graphen der pm10 Werte der letzten Woche aus Pfinztal Karlsruher Straße.",Pfinztal Karlsruher Straße,pm10,,Graphen
"Zeig mir einen Graphen der luqx Werte der letzten Woche aus DEBW033.",DEBW033,luqx,,Graphen
"Zeig mir einen Graphen der Luftqualitätsindex Werte der letzten Woche aus DEBW033.",DEBW033,Luftqualitätsindex,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus DEBW033.",DEBW033,Ozon,,Graphen
"Zeig mir einen Graphen der luqx Werte der letzten Woche aus Pforzheim.",Pforzheim,luqx,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus Pforzheim.",Pforzheim,Ozon,,Graphen
"Zeig mir einen Graphen der pm10 Werte der letzten Woche aus Pforzheim.",Pforzheim,pm10,,Graphen
"Zeig mir einen Graphen der luqx Werte der letzten Woche aus DEBW027.",DEBW027,luqx,,Graphen
"Zeig mir einen Graphen der no2 Werte der letzten Woche aus DEBW027.",DEBW027,no2,,Graphen
"Zeig mir einen Graphen der o3 Werte der letzten Woche aus DEBW027.",DEBW027,o3,,Graphen
"Zeig mir einen Graphen der pm25k Werte der letzten Woche aus DEBW027.",DEBW027,pm25k,,Graphen
"Zeig mir einen Graphen der luqx Werte der letzten Woche aus Reutlingen.",Reutlingen,luqx,,Graphen
"Zeig mir einen Graphen der Luftqualitätsindex Werte der letzten Woche aus Reutlingen.",Reutlingen,Luftqualitätsindex,,Graphen
"Zeig mir einen Graphen der o3 Werte der letzten Woche aus Reutlingen.",Reutlingen,o3,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus Reutlingen.",Reutlingen,Ozon,,Graphen
"Zeig mir einen Graphen der pm25k Werte der letzten Woche aus Reutlingen.",Reutlingen,pm25k,,Graphen
"Zeig mir einen Graphen der Luftqualitätsindex Werte der letzten Woche aus DEBW147.",DEBW147,Luftqualitätsindex,,Graphen
"Zeig mir einen Graphen der Stickstoffdioxid Werte der letzten Woche aus DEBW147.",DEBW147,Stickstoffdioxid,,Graphen
"Zeig mir einen Graphen der pm10 Werte der letzten Woche aus DEBW147.",DEBW147,pm10,,Graphen
"Zeig mir einen Graphen der no2 Werte der letzten Woche aus Reutlingen Lederstraße-Ost.",Reutlingen Lederstraße-Ost,no2,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus Reutlingen Lederstraße-Ost.",Reutlingen Lederstraße-Ost,Ozon,,Graphen
"Zeig mir einen Graphen der Luftqualitätsindex Werte der letzten Woche aus DEBW156.",DEBW156,Luftqualitätsindex,,Graphen
"Zeig mir einen Graphen der Stickstoffdioxid Werte der letzten Woche aus DEBW156.",DEBW156,Stickstoffdioxid,,Graphen
"Zeig mir einen Graphen der o3 Werte der letzten Woche aus DEBW156.",DEBW156,o3,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus DEBW156.",DEBW156,Ozon,,Graphen
"Zeig mir einen Graphen der pm25k Werte der letzten Woche aus DEBW156.",DEBW156,pm25k,,Graphen
"Zeig mir einen Graphen der Luftqualitätsindex Werte der letzten Woche aus Schramberg Oberndorfer Straße.",Schramberg Oberndorfer Straße,Luftqualitätsindex,,Graphen
"Zeig mir einen Graphen der no2 Werte der letzten Woche aus Schramberg Oberndorfer Straße.",Schramberg Oberndorfer Straße,no2,,Graphen
"Zeig mir einen Graphen der Stickstoffdioxid Werte der letzten Woche aus Schramberg Oberndorfer Straße.",Schramberg Oberndorfer Straße,Stickstoffdioxid,,Graphen
"Zeig mir einen Graphen der luqx Werte der letzten Woche aus DEBW087.",DEBW087,luqx,,Graphen
"Zeig mir einen Graphen der Stickstoffdioxid Werte der letzten Woche aus DEBW087.",DEBW087,Stickstoffdioxid,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus DEBW087.",DEBW087,Ozon,,Graphen
"Zeig mir einen Graphen der pm10 Werte der letzten Woche aus DEBW087.",DEBW087,pm10,,Graphen
"Zeig mir einen Graphen der luqx Werte der letzten Woche aus Schwäbische Alb.",Schwäbische Alb,luqx,,Graphen
"Zeig mir einen Graphen der Luftqualitätsindex Werte der letzten Woche aus Schwäbische Alb.",Schwäbische Alb,Luftqualitätsindex,,Graphen
"Zeig mir einen Graphen der no2 Werte der letzten Woche aus Schwäbische Alb.",Schwäbische Alb,no2,,Graphen
"Zeig mir einen Graphen der o3 Werte der letzten Woche aus Schwäbische Alb.",Schwäbische Alb,o3,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus Schwäbische Alb.",Schwäbische Alb,Ozon,,Graphen
"Zeig mir einen Graphen der pm25k Werte der letzten Woche aus Schwäbische Alb.",Schwäbische Alb,pm25k,,Graphen
"Zeig mir einen Graphen der Luftqualitätsindex Werte der letzten Woche aus DEBW031.",DEBW031,Luftqualitätsindex,,Graphen
"Zeig mir einen Graphen der no2 Werte der letzten Woche aus DEBW031.",DEBW031,no2,,Graphen
"Zeig mir einen Graphen der Stickstoffdioxid Werte der letzten Woche aus DEBW031.",DEBW031,Stickstoffdioxid,,Graphen
"Zeig mir einen Graphen der o3 Werte der letzten Woche aus DEBW031.",DEBW031,o3,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus DEBW031.",DEBW031,Ozon,,Graphen
"Zeig mir einen Graphen der luqx Werte der letzten Woche aus Schwarzwald-Süd.",Schwarzwald-Süd,luqx,,Graphen
"Zeig mir einen Graphen der Luftqualitätsindex Werte der letzten Woche aus Schwarzwald-Süd.",Schwarzwald-Süd,Luftqualitätsindex,,Graphen
"Zeig mir einen Graphen der luqx Werte der letzten Woche aus DEBW118.",DEBW118,luqx,,Graphen
"Zeig mir einen Graphen der no2 Werte der letzten Woche aus DEBW118.",DEBW118,no2,,Graphen
"Zeig mir einen Graphen der Stickstoffdioxid Werte der letzten Woche aus DEBW118.",DEBW118,Stickstoffdioxid,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus DEBW118.",DEBW118,Ozon,,Graphen
"Zeig mir einen Graphen der no2 Werte der letzten Woche aus Stuttgart Am Neckartor.",Stuttgart Am Neckartor,no2,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus Stuttgart Am Neckartor.",Stuttgart Am Neckartor,Ozon,,Graphen
"Zeig mir einen Graphen der pm10 Werte der letzten Woche aus Stuttgart Am Neckartor.",Stuttgart Am Neckartor,pm10,,Graphen
"Zeig mir einen Graphen der Luftqualitätsindex Werte der letzten Woche aus DEBW099.",DEBW099,Luftqualitätsindex,,Graphen
"Zeig mir einen Graphen der o3 Werte der letzten Woche aus DEBW099.",DEBW099,o3,,Graphen
"Zeig mir einen Graphen der luqx Werte der letzten Woche aus Stuttgart Arnulf-Klett-Platz.",Stuttgart Arnulf-Klett-Platz,luqx,,Graphen
"Zeig mir einen Graphen der Luftqualitätsindex Werte der letzten Woche aus Stuttgart Arnulf-Klett-Platz.",Stuttgart Arnulf-Klett-Platz,Luftqualitätsindex,,Graphen
"Zeig mir einen Graphen der Stickstoffdioxid Werte der letzten Woche aus Stuttgart Arnulf-Klett-Platz.",Stuttgart Arnulf-Klett-Platz,Stickstoffdioxid,,Graphen
"Zeig mir einen Graphen der o3 Werte der letzten Woche aus Stuttgart Arnulf-Klett-Platz.",Stuttgart Arnulf-Klett-Platz,o3,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus Stuttgart Arnulf-Klett-Platz.",Stuttgart Arnulf-Klett-Platz,Ozon,,Graphen
"Zeig mir einen Graphen der pm10 Werte der letzten Woche aus Stuttgart Arnulf-Klett-Platz.",Stuttgart Arnulf-Klett-Platz,pm10,,Graphen
"Zeig mir einen Graphen der pm25k Werte der letzten Woche aus Stuttgart Arnulf-Klett-Platz.",Stuttgart Arnulf-Klett-Platz,pm25k,,Graphen
"Zeig mir einen Graphen der luqx Werte der letzten Woche aus Stuttgart-Bad Cannstatt.",Stuttgart-Bad Cannstatt,luqx,,Graphen
"Zeig mir einen Graphen der no2 Werte der letzten Woche aus Stuttgart-Bad Cannstatt.",Stuttgart-Bad Cannstatt,no2,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus Stuttgart-Bad Cannstatt.",Stuttgart-Bad Cannstatt,Ozon,,Graphen
"Zeig mir einen Graphen der pm25k Werte der letzten Woche aus Stuttgart-Bad Cannstatt.",Stuttgart-Bad Cannstatt,pm25k,,Graphen
"Zeig mir einen Graphen der luqx Werte der letzten Woche aus LUBW082.",LUBW082,luqx,,Graphen
"Zeig mir einen Graphen der Stickstoffdioxid Werte der letzten Woche aus LUBW082.",LUBW082,Stickstoffdioxid,,Graphen
"Zeig mir einen Graphen der o3 Werte der letzten Woche aus LUBW082.",LUBW082,o3,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus LUBW082.",LUBW082,Ozon,,Graphen
"Zeig mir einen Graphen der pm10 Werte der letzten Woche aus LUBW082.",LUBW082,pm10,,Graphen
"Zeig mir einen Graphen der pm25k Werte der letzten Woche aus LUBW082.",LUBW082,pm25k,,Graphen
"Zeig mir einen Graphen der luqx Werte der letzten Woche aus Stuttgart Hauptstätter Straße.",Stuttgart Hauptstätter Straße,luqx,,Graphen
"Zeig mir einen Graphen der Luftqualitätsindex Werte der letzten Woche aus Stuttgart Hauptstätter Straße.",Stuttgart Hauptstätter Straße,Luftqualitätsindex,,Graphen
"Zeig mir einen Graphen der o3 Werte der letzten Woche aus Stuttgart Hauptstätter Straße.",Stuttgart Hauptstätter Straße,o3,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus Stuttgart Hauptstätter Straße.",Stuttgart Hauptstätter Straße,Ozon,,Graphen
"Zeig mir einen Graphen der luqx Werte der letzten Woche aus DEBW116.",DEBW116,luqx,,Graphen
"Zeig mir einen Graphen der no2 Werte der letzten Woche aus DEBW116.",DEBW116,no2,,Graphen
"Zeig mir einen Graphen der Stickstoffdioxid Werte der letzten Woche aus DEBW116.",DEBW116,Stickstoffdioxid,,Graphen
"Zeig mir einen Graphen der o3 Werte der letzten Woche aus DEBW116.",DEBW116,o3,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus DEBW116.",DEBW116,Ozon,,Graphen
"Zeig mir einen Graphen der luqx Werte der letzten Woche aus Stuttgart Hohenheimer Straße.",Stuttgart Hohenheimer Straße,luqx,,Graphen
"Zeig mir einen Graphen der Luftqualitätsindex Werte der letzten Woche aus DEBW059.",DEBW059,Luftqualitätsindex,,Graphen
"Zeig mir einen Graphen der no2 Werte der letzten Woche aus DEBW059.",DEBW059,no2,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus DEBW059.",DEBW059,Ozon,,Graphen
"Zeig mir einen Graphen der luqx Werte der letzten Woche aus Tauberbischofsheim.",Tauberbischofsheim,luqx,,Graphen
"Zeig mir einen Graphen der Luftqualitätsindex Werte der letzten Woche aus Tauberbischofsheim.",Tauberbischofsheim,Luftqualitätsindex,,Graphen
"Zeig mir einen Graphen der no2 Werte der letzten Woche aus Tauberbischofsheim.",Tauberbischofsheim,no2,,Graphen
"Zeig mir einen Graphen der pm10 Werte der letzten Woche aus Tauberbischofsheim.",Tauberbischofsheim,pm10,,Graphen
"Zeig mir einen Graphen der pm25k Werte der letzten Woche aus Tauberbischofsheim.",Tauberbischofsheim,pm25k,,Graphen
"Zeig mir einen Graphen der Luftqualitätsindex Werte der letzten Woche aus DEBW107.",DEBW107,Luftqualitätsindex,,Graphen
"Zeig mir einen Graphen der o3 Werte der letzten Woche aus DEBW107.",DEBW107,o3,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus DEBW107.",DEBW107,Ozon,,Graphen
"Zeig mir einen Graphen der pm10 Werte der letzten Woche aus DEBW107.",DEBW107,pm10,,Graphen
"Zeig mir einen Graphen der pm25k Werte der letzten Woche aus DEBW107.",DEBW107,pm25k,,Graphen
"Zeig mir einen Graphen der luqx Werte der letzten Woche aus Tübingen.",Tübingen,luqx,,Graphen
"Zeig mir einen Graphen der Luftqualitätsindex Werte der letzten Woche aus Tübingen.",Tübingen,Luftqualitätsindex,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus Tübingen.",Tübingen,Ozon,,Graphen
"Zeig mir einen Graphen der pm10 Werte der letzten Woche aus Tübingen.",Tübingen,pm10,,Graphen
"Zeig mir einen Graphen der pm25k Werte der letzten Woche aus Tübingen.",Tübingen,pm25k,,Graphen
"Zeig mir einen Graphen der luqx Werte der letzten Woche aus DEBW136.",DEBW136,luqx,,Graphen
"Zeig mir einen Graphen der Luftqualitätsindex Werte der letzten Woche aus DEBW136.",DEBW136,Luftqualitätsindex,,Graphen
"Zeig mir einen Graphen der no2 Werte der letzten Woche aus DEBW136.",DEBW136,no2,,Graphen
"Zeig mir einen Graphen der Stickstoffdioxid Werte der letzten Woche aus DEBW136.",DEBW136,Stickstoffdioxid,,Graphen
"Zeig mir einen Graphen der o3 Werte der letzten Woche aus DEBW136.",DEBW136,o3,,Graphen
"Zeig mir einen Graphen der pm25k Werte der letzten Woche aus DEBW136.",DEBW136,pm25k,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus Tübingen Mühlstraße.",Tübingen Mühlstraße,Ozon,,Graphen
"Zeig mir einen Graphen der pm10 Werte der letzten Woche aus Tübingen Mühlstraße.",Tübingen Mühlstraße,pm10,,Graphen
"Zeig mir einen Graphen der luqx Werte der letzten Woche aus DEBW019.",DEBW019,luqx,,Graphen
"Zeig mir einen Graphen der no2 Werte der letzten Woche aus DEBW019.",DEBW019,no2,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus DEBW019.",DEBW019,Ozon,,Graphen
"Zeig mir einen Graphen der pm25k Werte der letzten Woche aus DEBW019.",DEBW019,pm25k,,Graphen
"Zeig mir einen Graphen der luqx Werte der letzten Woche aus Ulm.",Ulm,luqx,,Graphen
"Zeig mir einen Graphen der no2 Werte der letzten Woche aus Ulm.",Ulm,no2,,Graphen
"Zeig mir einen Graphen der o3 Werte der letzten Woche aus Ulm.",Ulm,o3,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus Ulm.",Ulm,Ozon,,Graphen
"Zeig mir einen Graphen der pm25k Werte der letzten Woche aus Ulm.",Ulm,pm25k,,Graphen
"Zeig mir einen Graphen der luqx Werte der letzten Woche aus DEBW039.",DEBW039,luqx,,Graphen
"Zeig mir einen Graphen der no2 Werte der letzten Woche aus DEBW039.",DEBW039,no2,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus DEBW039.",DEBW039,Ozon,,Graphen
"Zeig mir einen Graphen der pm10 Werte der letzten Woche aus DEBW039.",DEBW039,pm10,,Graphen
"Zeig mir einen Graphen der luqx Werte der letzten Woche aus Villingen-Schwenningen.",Villingen-Schwenningen,luqx,,Graphen
"Zeig mir einen Graphen der no2 Werte der letzten Woche aus Villingen-Schwenningen.",Villingen-Schwenningen,no2,,Graphen
"Zeig mir einen Graphen der Stickstoffdioxid Werte der letzten Woche aus Villingen-Schwenningen.",Villingen-Schwenningen,Stickstoffdioxid,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus Villingen-Schwenningen.",Villingen-Schwenningen,Ozon,,Graphen
"Zeig mir einen Graphen der pm10 Werte der letzten Woche aus Villingen-Schwenningen.",Villingen-Schwenningen,pm10,,Graphen
"Zeig mir einen Graphen der no2 Werte der letzten Woche aus DEBW023.",DEBW023,no2,,Graphen
"Zeig mir einen Graphen der o3 Werte der letzten Woche aus DEBW023.",DEBW023,o3,,Graphen
"Zeig mir einen Graphen der pm10 Werte der letzten Woche aus DEBW023.",DEBW023,pm10,,Graphen
"Zeig mir einen Graphen der luqx Werte der letzten Woche aus Weil am Rhein.",Weil am Rhein,luqx,,Graphen
"Zeig mir einen Graphen der no2 Werte der letzten Woche aus Weil am Rhein.",Weil am Rhein,no2,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus Weil am Rhein.",Weil am Rhein,Ozon,,Graphen
"Zeig mir einen Graphen der pm25k Werte der letzten Woche aus Weil am Rhein.",Weil am Rhein,pm25k,,Graphen
"Zeig mir einen Graphen der Luftqualitätsindex Werte der letzten Woche aus DEBW010.",DEBW010,Luftqualitätsindex,,Graphen
"Zeig mir einen Graphen der no2 Werte der letzten Woche aus DEBW010.",DEBW010,no2,,Graphen
"Zeig mir einen Graphen der o3 Werte der letzten Woche aus DEBW010.",DEBW010,o3,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus DEBW010.",DEBW010,Ozon,,Graphen
"Zeig mir einen Graphen der pm25k Werte der letzten Woche aus DEBW010.",DEBW010,pm25k,,Graphen
"Zeig mir einen Graphen der no2 Werte der letzten Woche aus Wiesloch.",Wiesloch,no2,,Graphen
"Zeig mir einen Graphen der Stickstoffdioxid Werte der letzten Woche aus Wiesloch.",Wiesloch,Stickstoffdioxid,,Graphen
"Zeig mir einen Graphen der Ozon Werte der letzten Woche aus Wiesloch.",Wiesloch,Ozon,,Graphen
"Zeig mir einen Graphen der pm25k Werte der letzten Woche aus Wiesloch.",Wiesloch,pm25k,,Graphen
"Zeig mir einen Graphen der Luftqualitätsindexwerte der letzten Woche aus DEBW076.",DEBW076,Luftqualitätsindexwerte,,Graphen
"Zeig mir einen Graphen der Ozonwerte der letzten Woche aus DEBW076.",DEBW076,Ozonwerte,,Graphen
"Zeig mir einen Graphen der Luftqualitätsindexwerte der letzten Woche aus Baden-Baden.",Baden-Baden,Luftqualitätsindexwerte,,Graphen
"Zeig mir einen Graphen der Stickstoffdioxidwerte der letzten Woche aus Baden-Baden.",Baden-Baden,Stickstoffdioxidwerte,,Graphen
"Zeig mir einen Graphen der Ozonwerte der letzten Woche aus Baden-Baden.",Baden-Baden,Ozonwerte,,Graphen
